City,State,Country,PropertyType,SubArea,CompanyName,TownshipSocietyName,Description,PropertyAreainSqFt,PriceInLakhs,ClubHouse,School/UniversityInTownship,HospitalInTownShip,MallInTownShip,ParkJoggingTrack,SwimmingPool,Gym
Pune,Maharashtra,India,1,Bt kawade rd,Kundan spaces,Eternia 2.0,"Eternia 2.0 has been designed taking into consideration the demands of modern nuclear families. in addition to that, the keshavnagar area is one that is rapidly developing; it can offer you ease of conveyance; it is near to kharadi, magarpatta city, koregaon park, viman nagar and hadapsar.",575.0,65.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bt kawade rd,Kundan spaces,Eternia 2.0,"With eternia 2.0, you can rest assured that you have found the perfect safe haven for your family. with firefighting systems with emergency alarams, solar water systems, provision for commonantenna.",751.0,84.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bt kawade rd,Kundan spaces,Eternia 2.0,"11 storeys of grandeur await you at bt kawade rd, a thriving urban set up teeming with modern conveniences easily accessible from the pune-mumbai expressway. a home in kundan spaces has all the hallmarks of a kool home; thoughtful design,",761.0,85.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bt kawade rd,Kundan spaces,Eternia 2.0,"Expensive green spaces, enriching facilities, extravagant amenities and much more. inspired by our pursuit to delight our customer, we have created eternia 2.0 - a home of your own that is an emblem of honour, pride and satisfaction.",871.0,96.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bt kawade rd,Kundan spaces,Eternia 2.0,"Strategically located in bt kawade rd, pune's quaint, nature-loving and yet, well-connected suburb, eternia 2.0 - i welcomes you to experience the height of high living. standing 21 storeys tall, the project assures a healthier and happier life amidst greenery and incredible scenery.",1166.0,129.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bt kawade rd,Kundan spaces,Eternia 2.0,"Bid goodbye to pollution, traffic, long commutes, and city noises as you embrace a home that rises above the rest. it's the address where dreams come true, where families bond forever and where time is always your friend, never your enemy!",1206.0,133.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bt kawade rd,Kundan spaces,Eternia 2.0,"Booming with commercial and residential growth, infrastructural development and high appreciation, kundan spaces is the next big destination!",1272.0,139.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bt kawade rd,Kundan spaces,Eternia 2.0,"As they say, we live only once. and how very true it is. so in this precious life, you need a home that gives you the much needed impetus to transcend limits and explore joy to the fullest. so welcome to eternia 2.0",1279.0,140.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Undri,Venkatesh bhoomi construction,Bliss solitaire,"Welcome to bliss solitaire located at just the perfect hotspot of undri, it is a treasure of invigorating experiences. unlock it. own a spacious home here and embrace the inclusive one life.",646.0,43.2,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Undri,Venkatesh bhoomi construction,Bliss solitaire,"Ever wondered how it would be to live in the midst of pristine purity of nature the refreshing bliss of waking up to a sunrise of clean, un-polluted air and the symphony of birdsong. bliss solitaire is situated at the entrance of pune and has close access to old and new highway.",717.0,47.4,0,0,0,0,1,0,0
Pune,Maharashtra,India,1,Handewadi,Lush life,Impero,"Impero is an endeavor which boasts of high quality product in its class, cn heights la a p+12 story residential building of three towers and spread on 7 acres of land and 144 units of 2 and 3 bhk in total .",436.0,30.58,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Handewadi,Lush life,Impero,"Impero enjoys the best of both world the active business, cultural and spiritual life that pune is known for, and easy access to its reputed schools and health facilities.",637.0,43.49,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Handewadi,Lush life,Impero,"Impero provides for ample space for common areas and amenities. the design allows for free flow without interference. the movement of vehicles are separate from walking areas, leaving away the fumes and noise of the vehicles.",642.0,43.83,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Handewadi,Lush life,Impero,A grand entrance gate with security cabin and well paved entrance avenue with landscaping to welcome you.these exquisite homes come with lavish amenities and features that make your life the best it can be.,655.0,44.44,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Handewadi,Lush life,Impero,"Experience luxury in the lap of nature at impero. here, traffic noises are replaced with chirping birds, distressed evenings are replaced with refreshing dips in the pool, and hectic nights are replaced with a calm and serene environment.",668.0,45.52,0,0,0,0,1,0,0
Pune,Maharashtra,India,3,Handewadi,Lush life,Impero,"Located in the rapidly developing suburb of handewadi, impero promises to transform your life in countless ways. surrounded by lush greenery, open skies and luxurious amenities, your home at impero allows you to upgrade your life like never before.",810.0,54.0,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Karvanagar,Maha anand pinnac associates ,River dale residency,"River dale residency is a residential development in karvanagar, pune. the project is built by maha anand pinnac associates . they provide 2bhk, 3bhk apartments with all necessities and basic amenities",735.0,111.0,0,0,0,0,1,0,1
Pune,Maharashtra,India,2,Karvanagar,Maha anand pinnac associates ,River dale residency,"The project boasts 3 elegant towers of 12 stories, offering 2,3 & 4 bedroom apartment in karvanagar, pune. with the quality specification, pleasing design, and great community living",783.0,118.0,0,0,0,0,1,0,1
Pune,Maharashtra,India,2,Karvanagar,Maha anand pinnac associates ,River dale residency,"With health, and transport facilities within 1 to 1.5 km vicinity, 'river dale residency' - a complete package of quality living with happiness and peace of mind.",805.0,121.0,0,0,0,0,1,0,1
Pune,Maharashtra,India,3,Karvanagar,Maha anand pinnac associates ,River dale residency,"A modern day paradise, river dale residency is where nature unravels her pristine form. the project offers elegant 1 & 2 bhk homes that spell sophistication in its truest sense.",1074.0,162.0,0,0,0,0,1,0,1
Pune,Maharashtra,India,3,Karvanagar,Maha anand pinnac associates ,River dale residency,"Here every day you'll be mesmerised by the scenic setting of the meandering indrayani river, paceful environs and rollicking hills. eco-riendly in outlook yet exquisite in design, it is embellished with top notch amenities that make way for a top class lifestyle. luxurious living is now within yor reach.",1111.0,167.0,0,0,0,0,1,0,1
Pune,Maharashtra,India,1,Nibm,Vasupujya corporation,Neco beaumont,"Spaces which are well designed to give you the ultimate joy of living. this project is truly a space which gives you nothing but happiness, as this project is the right blend of affordability, affinity and amenities.",535.0,36.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Nibm,Vasupujya corporation,Neco beaumont,"Our 1 and 2 bhk flats have prices which will go easy on your pocket, affinity with all the happening and hot spots of the city and amenities which help you lead a comfortable life. thus making neco beaumont a project full of spaces filled with happiness",725.0,52.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Magarpatta,Ace constructions ,Anutham,"Anutham is a premium residential project strategically located in the beautiful, upscale locale ofmagarpatta that stands out as a true symbol of tasteful luxurious living.",810.0,79.0,1,0,0,0,1,0,0
Pune,Maharashtra,India,3,Magarpatta,Ace constructions ,Anutham,"This lavish and thoughtfully designed multi-storied project consists of 154 units of 2 bhk and 3 bhk apartments. each home features dedicated wardrobe niches in master bedroom, branded bathroom fittings, space-efficient for modular kitchen, and large living space.",947.0,97.0,1,0,0,0,1,0,0
Pune,Maharashtra,India,2,Hinjewadi,Shapoorji paloonji,Sensorium ,"""prime living in the heart of south pune experience that top-of-the-world feeling every time you're home. ensconced in comfort,wrapped in delight, with a prime location in the clean,refreshing ambiences of hinjewadi , surrounded by nature but surprisingly close to the central business district of mg road.",697.0,68.06,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Hinjewadi,Shapoorji paloonji,Sensorium ,"Ensconced in the centrally-located area of koregaon park annexe, sensorium is easily accessible from pune's top it parks, public transport hubs and many more",711.0,68.41,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Hinjewadi,Shapoorji paloonji,Sensorium ,"A new home here, at sensorium , provides all the perks, comforts and conveniences of premier housing locations, without tugging too hard at your pocket.",792.0,78.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Hinjewadi,Shapoorji paloonji,Sensorium ,"Presenting sensorium - the kohinoor of hinjewadi . it's a premium residential address that houses 2, 3 bhks in north-eastern pune. built with a strategic view to lace your life with opulent everything, sensorium is a delight for families who wish to stay connected to the world.",980.0,98.87,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Hinjewadi,Shapoorji paloonji,Sensorium ,"Thoughtfully located in one of the fastest growing corners of the city, it serves you premiumness on a platter of life-enriching amenities and basic requirements at sensorium,",1400.0,140.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Hinjewadi,Shapoorji paloonji,Sensorium ,"The project is a perfect amalgamation of affordability and contemporary luxuries and located in hinjewadi. the location is just 3 km from hadapsar, and is renowned for the truly remarkable phursungi it park.",1671.7999999999997,177.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Hadapsar,Wellwisher apartments ,Kiarah terrazo,"Hadapsar, which is a highly developed area, is known as one of the it hotspots of the city. the location phursungi enjoys all the infrastructural developments of hadapsar and at the same time, it avails the advantage of unparalleled affordability, thus making it ideal a residential locale.",732.0,68.8,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Hadapsar,Wellwisher apartments ,Kiarah terrazo,"At kiarah terrazo, we have striven to create a utopia of leisures for every one of its residents. the unparalleled profusion of world-class amenities oered by these homes is sure to have a profound eect on your pursuit towards leading a cherished lifestyle.",751.0,68.8,0,0,0,0,1,0,0
Pune,Maharashtra,India,5,Hadapsar,Wellwisher apartments ,Kiarah terrazo,"Pune's fastest-growing property hotspot, kiarah terrazo, offers a strategic address that is perfect for a lifestyle upgrade! coming from the real estate leaders of pune, wellwisher apartments offers an upscaled phase 3 with luxuriously spacious 2, 2.5, and 3 bhk homes!",1662.0,130.0,0,0,0,0,1,0,0
Pune,Maharashtra,India,2,Ravet,Dolphin group ,Dolphin garima ,A home here delights you with smart connectivity to essential destinations and luxury that is balanced at a location that is bustling with growth. a perfect address to make the boss move!,705.0,48.0,0,0,0,0,0,0,1
Pune,Maharashtra,India,2,Ravet,Dolphin group ,Dolphin garima ,Discover a lifestyle at dolphin garima to which nothing comes quite as close. only best of the best and the rarest of the rare can offer something as divine. welcome to a world where you would experience freedom of an altogether new kind.,726.0,51.0,0,0,0,0,0,0,1
Pune,Maharashtra,India,2,Ravet,Dolphin group ,Dolphin garima ,"It's a world of positive energy and healthy vibes that would ensure strong family bonding and inspire a community that shares and cares. welcome to the uniquely different homes of dolphin garima ,",809.0,56.0,0,0,0,0,0,0,1
Pune,Maharashtra,India,2,Vimannagar,Oxy buildcorp,Oxy beaumonde ,"Presenting oxy beaumonde ! located at the strategic location of oxy beaumonde offers a life of utmost comfort and convenience. the location will offer you excellent connectivity to many important locations in western pune. not just the location, even the architecture and planning will give you a thousand reasons to make oxy beaumonde your home!",734.0,95.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Vimannagar,Oxy buildcorp,Oxy beaumonde ,"Oxy beaumonde , a 400 acre destination at charholi is the long-awaited response for progressive, luxurious, world-class projects in pune. it has house premium projects that offer all lifestyle experiences",793.0,110.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Vimannagar,Oxy buildcorp,Oxy beaumonde ,"Oxy beaumonde also offers to create an enthralling living experience that is harmonious and sensitive to the surrounding ecology, and yet facilitates a high-quality lifestyle that is built on robust foundations of universal design and world-class infrastructure.",904.0,118.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Vimannagar,Oxy buildcorp,Oxy beaumonde ,Every oxy beaumonde home is a triumph of design thinking and atenntion to the requirements of the ultimate user - the resident. these homes are no different. each one is unique and a art of design,1154.0,146.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Vimannagar,Oxy buildcorp,Oxy beaumonde ,"Oxy buildcorp has taken it a notch higher. with developments of newer demands, design also has adapted and so has theoxy beaumonde . come discover a refreshingly delightful living space with us!",1168.0,147.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Vimannagar,Oxy buildcorp,Oxy beaumonde ,"Proudly presenting oxy beaumonde located in vimannagar, oxy beaumonde is the new address for luxury and comfort. offering you a choice of spacious 2 & 3 bhk homes. presenting super homes at oxy beaumonde .",1189.0,149.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,1,Hinjewadi,Kohinoor group,Sportsville ,"The project offer a delightful mix of well planned apartments along with exciting amenities. the homes are adorned with branded fittings. besides, you can experience comfort and convenience at all times.",479.0,38.68,0,0,0,0,1,1,1
Pune,Maharashtra,India,2,Hinjewadi,Kohinoor group,Sportsville ,"What's more, the connectivity to prime locations will make your life blissful. so book a super home at sportsville the destination of the future.",693.0,58.0,0,0,0,0,1,1,1
Pune,Maharashtra,India,2,Hinjewadi,Kohinoor group,Sportsville ,"Welcome to your world; a world most only dream about. a world of sublime case, of high living and quiet contentment, where every prospect pleases. a place where you can indulge the lightest of whims and live the life of abundance you know you deserve",725.0,60.72,0,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bt kawade rd,Kohinoor group,Presidenta ,Presidenta by kohinoor group is a residential project. the project offers apartment with perfect combination of contemporary architecture and features to provide comfortable living.,808.0,81.49,0,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bt kawade rd,Kohinoor group,Presidenta ,Every presidenta home is a triumph of design thinking and atenntion to the requirements of the ultimate user - the resident. these homes are no different. each one is unique.,1086.0,108.0,0,0,0,0,1,1,1
Pune,Maharashtra,India,2,Wadgaon sheri,Bhaktamar realities ,Bhaktamar residency ,Bhaktamar residency by bhaktamar realities is a residential project. the project offers apartment with perfect combination of contemporary architecture and features to provide comfortable living.,785.0,74.5,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Wadgaon sheri,Bhaktamar realities ,Bhaktamar residency ,"A galactic scheme having the perfect harmony of high connectivity with the bustling hubs of pune city kharadi. it is surrounded by natural beauty on all sides ensuring the needs of safety, security and utmost privacy are all taken care of.",844.0,80.59,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Wadgaon sheri,Bhaktamar realities ,Bhaktamar residency ,"Presenting a new residential address in wadgaon sheri to melt that chaos into calm. located amidst the greens of pune city, it's exactly where you wish to reach at the end of the day - a serene cocoon where the fun is complementary.",873.0,83.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Susgaon,Porwal & anand develkoper,Parklane urbanjoy ,One of the finest communities of pune - parklane urbanjoy first choice for home buyers adjacent to 200 acres of forest and an array of unique amenities is upcoming residential property established nibm of pune with including smart apartments.,606.0,47.25,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Susgaon,Porwal & anand develkoper,Parklane urbanjoy ,Parklane urbanjoy pune it includes 2 bhk smart flats. this is an elegant creation of porwal & anand develkoper amongst high residential locality this is a wonderful creation of major porwal & anand develkoper amongst high residential locality.,611.0,47.5,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Susgaon,Porwal & anand develkoper,Parklane urbanjoy ,"With luxury homes, you will go on the level of enlarging in terms of living style in pune, because the property has a large region for upcoming apartments.",626.0,48.43,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Susgaon,Porwal & anand develkoper,Parklane urbanjoy ,"Parklane urbanjoy is inspiring in design, stirring in luxury and enveloped by verdant surroundings. parklane urbanjoy goal is to deliver developments that are finely crafted, and where the quality of finish shine through in every development, from inception to completion.",691.0,55.26,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Susgaon,Porwal & anand develkoper,Parklane urbanjoy ,"Parklane urbanjoy is an ultimate reflection of the urban chic lifestyle brought to us by porwal & anand develkoper. the project hosts in its lap 188 exclusively designed apartments, each being an epitome of elegance and simplicity. parklane urbanjoy comprises every modern amenity required for a luxury living.",835.0,66.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Susgaon,Porwal & anand develkoper,Parklane urbanjoy ,Parklane urbanjoy is an ultimate reflection of the urban chic lifestyle brought to us by porwal & anand develkoper. parklane urbanjoy comprises every modern amenity required for a luxury living.,854.0,67.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Mohammadwadi,Porwal  develkoper,Khush vista,"Khush vista is a project by magarpatta city in pune. located in mohammedwadi, it is a residential project. the address of riverview city is mohammedwadi.",626.0,45.7,1,0,0,0,1,0,0
Pune,Maharashtra,India,2,Mohammadwadi,Porwal  develkoper,Khush vista,"Welcome to your world, a world of sublime case, of high living and quiet contentment, where every prospect pleases. a place where you can indulge the lightest of whims and live the life of abundance you know you deserve",715.0,45.5,1,0,0,0,1,0,0
Pune,Maharashtra,India,2,Dhanori,Keystone landmark ,Oxy eterno,"Oxy eterno ensures a coveted lifestyle and offers a convenient living. it offers facilities such as rainwater harvesting, power backup. the property has fire sprinklers.oxy eterno is well-connected to other parts of the city via an extensive road.",692.5,59.0,0,0,0,0,1,0,0
Pune,Maharashtra,India,3,Dhanori,Keystone landmark ,Oxy eterno,"Welcome to your world; a world most only dream about. a world of sublime case, of high living and quiet contentment, where every prospect pleases. a place where you can live the life of abundance you know you deserve",968.0,87.0,0,0,0,0,1,0,0
Pune,Maharashtra,India,3,Dhanori,Keystone landmark ,Oxy eterno,Not every day would you come across a development that stimulates the soul and inspires the senses. be uplifted by the greenery around you. fall in love with the melodious chirps of the birds. soak in the bliss of fresh air all day. experiences like these truly make life magical. go ahead and embrace them,996.0,89.0,0,0,0,0,1,0,0
Pune,Maharashtra,India,3,Dhanori,Keystone landmark ,Oxy eterno,"Oxy eterno, a 400 acre destination at charholi is the long-awaited response for progressive, luxurious, world-class projects in pune. it has house premium projects that offer all lifestyle experiences, without the urban difficulties of pollution, traffic, space congestion and more.",1038.0,92.0,0,0,0,0,1,0,0
Pune,Maharashtra,India,1,Bavdhan budruk,Puraniks,Abitante fiore,"Abitante fiore offers to create an enthralling living experience that is harmonious and sensitive to the surrounding ecology, and yet facilitates a high-quality lifestyle that is built on robust foundations of universal design and world-class infrastructure.",489.0,43.8,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bavdhan budruk,Puraniks,Abitante fiore,Everyabitante fiore home is a triumph of design thinking and atenntion to the requirements of the ultimate user - the resident. these homes are no different.with all basic amenities,598.0,55.3,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bavdhan budruk,Puraniks,Abitante fiore,"Abitante fiore has taken it a notch higher. with developments of newer demands, design also has adapted and so has the regency home. come discover a refreshingly delightful living space with us!",616.0,56.5,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Bavdhan budruk,Puraniks,Abitante fiore,"Proudly presenting abitante fiore located in bavdhan budruk , abitante fiore is the new address for luxury and comfort. offering you a choice of spacious 2 & 3 bhk homes. presenting super homes at abitante fiore.",692.0,62.3,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bavdhan budruk,Puraniks,Abitante fiore,"The project offer a delightful mix of well planned apartments along with exciting amenities. the homes are adorned with branded fittings. besides, you can experience comfort and convenience at all times.",867.0,79.3,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Bavdhan budruk,Puraniks,Abitante fiore,"What's more, the connectivity to prime locations will make your life blissful, with all basic requirements being met and ultra tech facilities. so book a super home at abitante fiore the destination of the future.",908.0,82.5,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Lonavala,Puraniks,Puraniks sayama,"Welcome to your world; a world most only dream about. a world of sublime case, of high living and quiet contentment, where every prospect pleases. a place where you can indulge the lightest of whims and live the life of abundance you know you deserve",1624.0,159.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,4,Lonavala,Puraniks,Puraniks sayama,"A galactic scheme having the perfect harmony of high connectivity with the bustling hubs of pune city kharadi, magarpatta city, koregaon park, viman nagar and hadapsar. it is surrounded by natural beauty on all sides ensuring the needs of safety, security and utmost privacy are all taken care of.",1671.7999999999997,190.29999999999987,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Handewadi,Majestique landmarks ,Rhythm county ,"Wisdom park in balewadi, pune by chandrarang developers and sai shraddha associates is a residential project. the project offers apartment with perfect combination of contemporary architecture and features to provide comfortable living.",727.0,45.74,0,0,0,0,1,1,0
Pune,Maharashtra,India,3,Handewadi,Majestique landmarks ,Rhythm county ,Urban lifestyle comes with chaos - where everyone is trying to reach somewhere. presenting a new residential address in handewadito melt that chaos into calm.,923.0,58.95,0,0,0,0,1,1,0
Pune,Maharashtra,India,2,Manjri,Kalpataru,Kalpataru serenity,"Located amidst the greens of pune city, it's exactly where you wish to reach at the end of the day - a serene cocoon where the fun is complementary. be ready to unwind in the swamp of premium facilities and a posh lifestyle every day at kalpataru serenity.",731.5,59.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Manjri,Kalpataru,Kalpataru serenity,Kalpataru the biggest opportunity in nibm pune by india's most trusted developer. one of the finest communities of pune - kalpataru first choice for home buyers adjacent to 200 acres of forest and an array of unique amenities is upcoming residential property established nibm of pune.,1073.5,109.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Kharadi,Vijaya laxmi creations,Satyam shivam,"Vijaya laxmi creations, it includes 2 bhk smart flats. this is an elegant creation of realty vijaya laxmi creations amongst high residential locality this is a wonderful creation of major realty vijaya laxmi creations amongst high residential locality.",408.0,39.99,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Kharadi,Vijaya laxmi creations,Satyam shivam,"With luxury homes, you will go on the level of enlarging in terms of living style in pune, because the property has a large region for upcoming apartments., satyam shivam is the right choice for you.",546.0,53.99,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Kharadi,Vijaya laxmi creations,Satyam shivam,"Satyam shivam is inspiring in design, stirring in luxury and enveloped by verdant surroundings.satyam shivam goal is to deliver developments that are finely crafted, and where the quality of finish shine through in every development, from inception to completion.",629.0,59.99,1,0,0,0,1,0,1
Pune,Maharashtra,India,1,Wadgaon sheri,Vijaya laxmi creations,Satyam serenity,"Satyam serenity is an ultimate reflection of the urban chic lifestyle brought to us by satyam serenity. the project hosts in its lap 188 exclusively designed apartments, each being an epitome of elegance and simplicity. satyam serenity world comprises every modern amenity required for a luxury living.",378.0,33.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,1,Wadgaon sheri,Vijaya laxmi creations,Satyam serenity,"Satyam serenity is a project by vijaya laxmi creations in pune. located in wadgaon sheri , it is a residential project. the address of satyam serenity is loni kalbhor.satyam serenity ensures a coveted lifestyle and offers a convenient living. it offers facilities such as rainwater harvesting, power backup. the property has fire sprinklers.",494.0,47.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Wadgaon sheri,Vijaya laxmi creations,Satyam serenity,Satyam serenity is well-connected to other parts of the city via an extensive road. it also has all the ammenties that you need in a premium scale and offers a lot.,780.0,70.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Wadgaon sheri,Vijaya laxmi creations,Satyam serenity,Not every day would you come across a development that stimulates the soul and inspires the senses. be uplifted by the greenery around you. fall in love with the melodious chirps of the birds. soak in the bliss of fresh air all day. experiences like these truly make life magical. go ahead and embrace them,850.0,73.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Wadgaon sheri,Vijaya laxmi creations,Satyam serenity,"The most wonderful taste of serenity it is said is found by the love you create for yourself and those around you. ample lighting, unlimited ventilation and plentiful privacy, at splendid is a calm oasis of unlimited peace and happiness in the midst of a hustling city.",900.0,78.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Wadgaon sheri,Vijaya laxmi creations,Satyam serenity,"A palatial celebration of effortless living, splendid is located at the cusp of baner, is in close proximity to famous schools, and every other civic amenity imaginable so that you spend less time on the road and more at home.",930.0,83.0,1,0,0,0,1,0,1
Pune,Maharashtra,India,3,Baner,Kalpataru,Jade residences ,"Jade residences , is a unique landmark of luxury, simplicity & elegant crafted to deliver the finest that life has to offer to the choicest few. a home that understands you and lives your way of life.",1272.5,175.0,0,0,0,0,1,1,0
Pune,Maharashtra,India,3.5,Baner,Kalpataru,Jade residences ,"The comfort of a locality that enables peaceful times and a quick commute; or a neighbourhood that's friendly, thriving and happy; or a home that's spacious, smartly planned and affordably priced- that's just a glimpse into the world of jade residences .",1671.7999999999997,190.29999999999987,0,0,0,0,1,1,0
Pune,Maharashtra,India,4.5,Baner,Kalpataru,Jade residences ,. confidence comes from conviction. a conviction that the best-practices being implemented in our projects are same as the ones implemented globally. welcome to jade residences .,1671.7999999999997,190.29999999999987,0,0,0,0,1,1,0
Pune,Maharashtra,India,1,Bavdhan,Vijaya laxmi infrarealtors,Satyam shery,"Spread over 14 acres, satyam shery comprises 9 contemporary towers with over 20 key amenities including a modern clubhouse and a pool. the residences offer stunning views of pune's urbanscape, while almost 60% of the open area is beautifully landscaped.",405.0,39.49,1,0,0,0,1,0,0
Pune,Maharashtra,India,1,Bavdhan,Vijaya laxmi infrarealtors,Satyam shery,Not every day would you come across a development that stimulates the soul and inspires the senses. soak in the bliss of fresh air all day. experiences like these truly make life magical. go ahead and embrace them,408.0,39.49,1,0,0,0,1,0,0
Pune,Maharashtra,India,1,Bavdhan,Vijaya laxmi infrarealtors,Satyam shery,"A project consists of beautiful and well designed 1 & 2 bhk apartments, excellent quality construction, modern amenities and refreshing nature. satyam shery fullfills all the needs which every family can think on.",392.0,39.49,1,0,0,0,1,0,0
Pune,Maharashtra,India,2,Bavdhan,Vijaya laxmi infrarealtors,Satyam shery,"Urbania mangalam offers a life of calm serenity with all benefits of city life with a superbly connected areas.located near a famous divine place sant dnyaneshwar temple, alandi & close to shree aniruddha bapu upasana temple.",667.0,64.99,1,0,0,0,1,0,0
Pune,Maharashtra,India,2,Bavdhan,Vijaya laxmi infrarealtors,Satyam shery,Satyam shrey is a residential project comprising of 1 & 2 bhk apartment units. this is a single tower project comprising of total 80 units distributed equally over 10 floors. the apartments are designed specifically keeping in mind the requirements of optimum utilization of usable space.,641.0,64.99,1,0,0,0,1,0,0
Pune,Maharashtra,India,2,Bavdhan,Vijaya laxmi infrarealtors,Satyam shery,"Vijaya laxmi infrarealtors is an aspirational residential project in bavdhan one of the fastest-growing suburbs of pune. beautifully designed for the people who do not want to settle down for less, this residential development is an array of features.",665.0,64.99,1,0,0,0,1,0,0
Pune,Maharashtra,India,1,Talegoan,Calyx spaces,Atulya kanhe,Be uplifted by the greenery around you at atulya kanhe . fall in love with the melodious chirps of the birds. soak in the bliss of fresh air all day. experiences like these truly make life magical. go ahead and embrace them,280.0,13.19,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Talegoan,Calyx spaces,Atulya kanhe,We thought of the things that can be incorporated in 2 bhk flats to suit a modern urban lifestyle and have incorporated the same in '47 east'. the project is spread over approx. 6 acres of the prime location along magarpatta road.,385.0,17.29,1,0,0,0,1,0,1
Pune,Maharashtra,India,2,Baner,Supreme,Supreme estia,Not every day would you come across a development that stimulates the soul and inspires the senses. be uplifted by the greenery around you. fall in love with the melodious chirps of the birds. soak in the bliss of fresh air all day.,730.0,87.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Baner,Supreme,Supreme estia,"It is in proximity to kharadi, kalyani nagar and koregaon park providing both work-n-fun within easy driving distance. '47 east' is situated near the supreme estia , with several reputed schools in the vicinity. it can't get better than this!",1135.0,129.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,3,Baner,Supreme,Supreme estia,"Supreme estia - the name itself emanates a feeling of exclusivity and magnificence.the most premium spice. inspired by the essence of this exclusive gift of nature, supreme constructions proudly presents supreme estia - a methodically planned residential project of 1 & 2 bhk apartments accessorized with smart specs and indulging amenities.",1350.0,160.0,1,0,0,0,1,1,1
Pune,Maharashtra,India,4,Baner,Supreme,Supreme estia,Not every day would you come across a development that stimulates the soul and inspires the senses. be uplifted by the greenery around you. fall in love with the melodious chirps of the birds. experiences like these truly make life magical. go ahead and embrace them,1600.0,190.29999999999987,1,0,0,0,1,1,1
Pune,Maharashtra,India,2,Baner,Tejraaj group,Tej elevia,"A lifestyle of abundance that fourishes amidst all the essentials of a bountiful living. it took the best of talents, planners, realty experts along with dedication, passion and love, to present you our best work.",789.0,95.0,0,0,0,0,1,1,1
